dateRatio,wordlen_mean,rangeRatio,floatRatio,zero_flag,intRatio,alphaNumRatio,alphaRatio,frac_unique_sample,flag_numcells,master_id,id,dataset_name,table_name,column_name,table_name_clean,column_name_clean,start_time,end_time,execution_time
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,apr2019$$##$$city$$##$$id,apr2019_city_ID_1,Apr2019,City,ID,City,Id,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.2230938955626378,0.0,0.0,0,0.0,0.0,1.0,0.980877666094631,0.0,apr2019$$##$$city$$##$$name,apr2019_city_Name_2,Apr2019,City,Name,City,Name,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.05687668546212307,0.0,apr2019$$##$$city$$##$$countrycode,apr2019_city_CountryCode_3,Apr2019,City,CountryCode,City,Country Code,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.299482376140005,0.0,0.0,0,0.0,0.0,1.0,0.33645550899679566,0.0,apr2019$$##$$city$$##$$district,apr2019_city_District_4,Apr2019,City,District,City,District,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.001,1.0,0.0,0.0,0,1.0,0.0,0.0,0.9553812208874725,1.0,apr2019$$##$$city$$##$$population,apr2019_city_Population_5,Apr2019,City,Population,City,Population,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,apr2019$$##$$country$$##$$code,apr2019_country_Code_1,Apr2019,Country,Code,Country,Code,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.4769874476987448,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,apr2019$$##$$country$$##$$name,apr2019_country_Name_2,Apr2019,Country,Name,Country,Name,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.213389121338912,0.0,0.0,0,0.0,0.0,1.0,0.029288702928870293,0.0,apr2019$$##$$country$$##$$continent,apr2019_country_Continent_3,Apr2019,Country,Continent,Country,Continent,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.9414225941422594,0.0,0.0,0,0.0,0.0,1.0,0.10460251046025104,0.0,apr2019$$##$$country$$##$$region,apr2019_country_Region_4,Apr2019,Country,Region,Country,Region,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.99581589958159,1.0,apr2019$$##$$country$$##$$surfacearea,apr2019_country_SurfaceArea_5,Apr2019,Country,SurfaceArea,Country,Surface Area,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.015625,0.0,0.4583333333333333,0.803347280334728,apr2019$$##$$country$$##$$indepyear,apr2019_country_IndepYear_6,Apr2019,Country,IndepYear,Country,In de p Year,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.016736401673640166,1.0,0.0,0.0,0,1.0,0.0,0.0,0.9456066945606695,1.0,apr2019$$##$$country$$##$$population,apr2019_country_Population_7,Apr2019,Country,Population,Country,Population,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.7207207207207207,0.9288702928870293,apr2019$$##$$country$$##$$lifeexpectancy,apr2019_country_LifeExpectancy_8,Apr2019,Country,LifeExpectancy,Country,Life Expectancy,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.895397489539749,1.0,apr2019$$##$$country$$##$$gnp,apr2019_country_GNP_9,Apr2019,Country,GNP,Country,Gnp,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.7447698744769874,apr2019$$##$$country$$##$$gnpold,apr2019_country_GNPOld_10,Apr2019,Country,GNPOld,Country,Gnp Old,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.4705882352941178,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,apr2019$$##$$country$$##$$localname,apr2019_country_LocalName_11,Apr2019,Country,LocalName,Country,Local Name,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.887029288702929,0.0,0.0,0,0.0,0.0,1.0,0.14644351464435146,0.0,apr2019$$##$$country$$##$$governmentform,apr2019_country_GovernmentForm_12,Apr2019,Country,GovernmentForm,Country,Government Form,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,2.3813559322033897,0.0,0.0,0,0.0,0.0,1.0,0.7542372881355932,0.0,apr2019$$##$$country$$##$$headofstate,apr2019_country_HeadOfState_13,Apr2019,Country,HeadOfState,Country,Head Of State,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.9707112970711297,apr2019$$##$$country$$##$$capital,apr2019_country_Capital_14,Apr2019,Country,Capital,Country,Capital,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,apr2019$$##$$country$$##$$code2,apr2019_country_Code2_15,Apr2019,Country,Code2,Country,Code 2,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.23678861788617886,0.0,apr2019$$##$$countrylanguage$$##$$countrycode,apr2019_countrylanguage_CountryCode_1,Apr2019,CountryLanguage,CountryCode,Country Language,Country Code,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0640243902439024,0.0,0.0,0,0.0,0.0,1.0,0.4644308943089431,0.0,apr2019$$##$$countrylanguage$$##$$language,apr2019_countrylanguage_Language_2,Apr2019,CountryLanguage,Language,Country Language,Language,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0020325203252032522,0.0,apr2019$$##$$countrylanguage$$##$$isofficial,apr2019_countrylanguage_IsOfficial_3,Apr2019,CountryLanguage,IsOfficial,Country Language,Is Official,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.3628048780487805,1.0,apr2019$$##$$countrylanguage$$##$$percentage,apr2019_countrylanguage_Percentage_4,Apr2019,CountryLanguage,Percentage,Country Language,Percentage,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.030547752808988762,1.0,aug2019$$##$$wta_matches_2018$$##$$tourney_id,aug2019_wta_matches_2018_tourney_id_1,Aug2019,wta_matches_2018,tourney_id,wt a matches 2018,tourney id,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.396067415730337,0.0,0.0,0,0.0,0.03125,0.96875,0.029845505617977528,0.03125,aug2019$$##$$wta_matches_2018$$##$$tourney_name,aug2019_wta_matches_2018_tourney_name_2,Aug2019,wta_matches_2018,tourney_name,wt a matches 2018,tourney name,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.001053370786516854,0.0,aug2019$$##$$wta_matches_2018$$##$$surface,aug2019_wta_matches_2018_surface_3,Aug2019,wta_matches_2018,surface,wt a matches 2018,surface,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.002106741573033708,1.0,aug2019$$##$$wta_matches_2018$$##$$draw_size,aug2019_wta_matches_2018_draw_size_4,Aug2019,wta_matches_2018,draw_size,wt a matches 2018,draw size,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0024578651685393258,0.0,aug2019$$##$$wta_matches_2018$$##$$tourney_level,aug2019_wta_matches_2018_tourney_level_5,Aug2019,wta_matches_2018,tourney_level,wt a matches 2018,tourney level,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.01580056179775281,1.0,aug2019$$##$$wta_matches_2018$$##$$tourney_date,aug2019_wta_matches_2018_tourney_date_6,Aug2019,wta_matches_2018,tourney_date,wt a matches 2018,tourney date,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.08181179775280899,1.0,aug2019$$##$$wta_matches_2018$$##$$match_num,aug2019_wta_matches_2018_match_num_7,Aug2019,wta_matches_2018,match_num,wt a matches 2018,match n um,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0898876404494382,1.0,aug2019$$##$$wta_matches_2018$$##$$winner_id,aug2019_wta_matches_2018_winner_id_8,Aug2019,wta_matches_2018,winner_id,wt a matches 2018,winner id,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.02622950819672131,0.42837078651685395,aug2019$$##$$wta_matches_2018$$##$$winner_seed,aug2019_wta_matches_2018_winner_seed_9,Aug2019,wta_matches_2018,winner_seed,wt a matches 2018,winner seed,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.009324009324009324,0.0,aug2019$$##$$wta_matches_2018$$##$$winner_entry,aug2019_wta_matches_2018_winner_entry_10,Aug2019,wta_matches_2018,winner_entry,wt a matches 2018,winner entry,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,2.086376404494382,0.0,0.0,0,0.0,0.0,1.0,0.0898876404494382,0.0,aug2019$$##$$wta_matches_2018$$##$$winner_name,aug2019_wta_matches_2018_winner_name_11,Aug2019,wta_matches_2018,winner_name,wt a matches 2018,winner name,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.001053370786516854,0.0,aug2019$$##$$wta_matches_2018$$##$$winner_hand,aug2019_wta_matches_2018_winner_hand_12,Aug2019,wta_matches_2018,winner_hand,wt a matches 2018,winner hand,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.021294021294021293,0.42872191011235955,aug2019$$##$$wta_matches_2018$$##$$winner_ht,aug2019_wta_matches_2018_winner_ht_13,Aug2019,wta_matches_2018,winner_ht,wt a matches 2018,winner ht,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.01720505617977528,0.0,aug2019$$##$$wta_matches_2018$$##$$winner_ioc,aug2019_wta_matches_2018_winner_ioc_14,Aug2019,wta_matches_2018,winner_ioc,wt a matches 2018,winner io c,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.4554073033707865,1.0,aug2019$$##$$wta_matches_2018$$##$$winner_age,aug2019_wta_matches_2018_winner_age_15,Aug2019,wta_matches_2018,winner_age,wt a matches 2018,winner age,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.09372797744890768,0.9964887640449438,aug2019$$##$$wta_matches_2018$$##$$winner_rank,aug2019_wta_matches_2018_winner_rank_16,Aug2019,wta_matches_2018,winner_rank,wt a matches 2018,winner rank,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.3456659619450317,0.9964887640449438,aug2019$$##$$wta_matches_2018$$##$$winner_rank_points,aug2019_wta_matches_2018_winner_rank_points_17,Aug2019,wta_matches_2018,winner_rank_points,wt a matches 2018,winner rank points,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.12289325842696629,1.0,aug2019$$##$$wta_matches_2018$$##$$loser_id,aug2019_wta_matches_2018_loser_id_18,Aug2019,wta_matches_2018,loser_id,wt a matches 2018,loser id,2024-03-13 20:05:27.849660,2024-03-13 20:08:35.548355,0 days 00:03:07.698695
